PassengerId,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
511,3,29.69911764705882,0,0,8.05,0,1,0,0,1
512,1,36.0,0,0,26.2875,0,1,0,0,1
513,1,54.0,1,0,59.4,1,0,1,0,0
514,3,24.0,0,0,7.4958,0,1,0,0,1
515,1,47.0,0,0,34.0208,0,1,0,0,1
516,2,34.0,0,0,10.5,1,0,0,0,1
517,3,29.69911764705882,0,0,24.15,0,1,0,1,0
518,2,36.0,1,0,26.0,1,0,0,0,1
519,3,32.0,0,0,7.8958,0,1,0,0,1
520,1,30.0,0,0,93.5,1,0,0,0,1
521,3,22.0,0,0,7.8958,0,1,0,0,1
522,3,29.69911764705882,0,0,7.225,0,1,1,0,0
523,1,44.0,0,1,57.9792,1,0,1,0,0
524,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
525,3,40.5,0,0,7.75,0,1,0,1,0
526,2,50.0,0,0,10.5,1,0,0,0,1
527,1,29.69911764705882,0,0,221.7792,0,1,0,0,1
528,3,39.0,0,0,7.925,0,1,0,0,1
529,2,23.0,2,1,11.5,0,1,0,0,1
530,2,2.0,1,1,26.0,1,0,0,0,1
531,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
532,3,17.0,1,1,7.2292,0,1,1,0,0
533,3,29.69911764705882,0,2,22.3583,1,0,1,0,0
534,3,30.0,0,0,8.6625,1,0,0,0,1
535,2,7.0,0,2,26.25,1,0,0,0,1
536,1,45.0,0,0,26.55,0,1,0,0,1
537,1,30.0,0,0,106.425,1,0,1,0,0
538,3,29.69911764705882,0,0,14.5,0,1,0,0,1
539,1,22.0,0,2,49.5,1,0,1,0,0
540,1,36.0,0,2,71.0,1,0,0,0,1
541,3,9.0,4,2,31.275,1,0,0,0,1
542,3,11.0,4,2,31.275,1,0,0,0,1
543,2,32.0,1,0,26.0,0,1,0,0,1
544,1,50.0,1,0,106.425,0,1,1,0,0
545,1,64.0,0,0,26.0,0,1,0,0,1
546,2,19.0,1,0,26.0,1,0,0,0,1
547,2,29.69911764705882,0,0,13.8625,0,1,1,0,0
548,3,33.0,1,1,20.525,0,1,0,0,1
549,2,8.0,1,1,36.75,0,1,0,0,1
550,1,17.0,0,2,110.8833,0,1,1,0,0
551,2,27.0,0,0,26.0,0,1,0,0,1
552,3,29.69911764705882,0,0,7.8292,0,1,0,1,0
553,3,22.0,0,0,7.225,0,1,1,0,0
554,3,22.0,0,0,7.775,1,0,0,0,1
555,1,62.0,0,0,26.55,0,1,0,0,1
556,1,48.0,1,0,39.6,1,0,1,0,0
557,1,29.69911764705882,0,0,227.525,0,1,1,0,0
558,1,39.0,1,1,79.65,1,0,0,0,1
559,3,36.0,1,0,17.4,1,0,0,0,1
560,3,29.69911764705882,0,0,7.75,0,1,0,1,0
561,3,40.0,0,0,7.8958,0,1,0,0,1
562,2,28.0,0,0,13.5,0,1,0,0,1
563,3,29.69911764705882,0,0,8.05,0,1,0,0,1
564,3,29.69911764705882,0,0,8.05,1,0,0,0,1
565,3,24.0,2,0,24.15,0,1,0,0,1
566,3,19.0,0,0,7.8958,0,1,0,0,1
567,3,29.0,0,4,21.075,1,0,0,0,1
568,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
569,3,32.0,0,0,7.8542,0,1,0,0,1
570,2,62.0,0,0,10.5,0,1,0,0,1
571,1,53.0,2,0,51.4792,1,0,0,0,1
572,1,36.0,0,0,26.3875,0,1,0,0,1
573,3,29.69911764705882,0,0,7.75,1,0,0,1,0
574,3,16.0,0,0,8.05,0,1,0,0,1
575,3,19.0,0,0,14.5,0,1,0,0,1
576,2,34.0,0,0,13.0,1,0,0,0,1
577,1,39.0,1,0,55.9,1,0,0,0,1
578,3,29.69911764705882,1,0,14.4583,1,0,1,0,0
579,3,32.0,0,0,7.925,0,1,0,0,1
580,2,25.0,1,1,30.0,1,0,0,0,1
581,1,39.0,1,1,110.8833,1,0,1,0,0
582,2,54.0,0,0,26.0,0,1,0,0,1
583,1,36.0,0,0,40.125,0,1,1,0,0
584,3,29.69911764705882,0,0,8.7125,0,1,1,0,0
585,1,18.0,0,2,79.65,1,0,0,0,1
586,2,47.0,0,0,15.0,0,1,0,0,1
587,1,60.0,1,1,79.2,0,1,1,0,0
588,3,22.0,0,0,8.05,0,1,0,0,1
589,3,29.69911764705882,0,0,8.05,0,1,0,0,1
590,3,35.0,0,0,7.125,0,1,0,0,1
591,1,52.0,1,0,78.2667,1,0,1,0,0
592,3,47.0,0,0,7.25,0,1,0,0,1
593,3,29.69911764705882,0,2,7.75,1,0,0,1,0
594,2,37.0,1,0,26.0,0,1,0,0,1
595,3,36.0,1,1,24.15,0,1,0,0,1
596,2,29.69911764705882,0,0,33.0,1,0,0,0,1
597,3,49.0,0,0,0.0,0,1,0,0,1
598,3,29.69911764705882,0,0,7.225,0,1,1,0,0
599,1,49.0,1,0,56.9292,0,1,1,0,0
600,2,24.0,2,1,27.0,1,0,0,0,1
601,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
602,1,29.69911764705882,0,0,42.4,0,1,0,0,1
603,3,44.0,0,0,8.05,0,1,0,0,1
604,1,35.0,0,0,26.55,0,1,1,0,0
605,3,36.0,1,0,15.55,0,1,0,0,1
606,3,30.0,0,0,7.8958,0,1,0,0,1
607,1,27.0,0,0,30.5,0,1,0,0,1
608,2,22.0,1,2,41.5792,1,0,1,0,0
609,1,40.0,0,0,153.4625,1,0,0,0,1
610,3,39.0,1,5,31.275,1,0,0,0,1
611,3,29.69911764705882,0,0,7.05,0,1,0,0,1
612,3,29.69911764705882,1,0,15.5,1,0,0,1,0
613,3,29.69911764705882,0,0,7.75,0,1,0,1,0
614,3,35.0,0,0,8.05,0,1,0,0,1
615,2,24.0,1,2,65.0,1,0,0,0,1
616,3,34.0,1,1,14.4,0,1,0,0,1
617,3,26.0,1,0,16.1,1,0,0,0,1
618,2,4.0,2,1,39.0,1,0,0,0,1
619,2,26.0,0,0,10.5,0,1,0,0,1
620,3,27.0,1,0,14.4542,0,1,1,0,0
621,1,42.0,1,0,52.5542,0,1,0,0,1
622,3,20.0,1,1,15.7417,0,1,1,0,0
623,3,21.0,0,0,7.8542,0,1,0,0,1
624,3,21.0,0,0,16.1,0,1,0,0,1
625,1,61.0,0,0,32.3208,0,1,0,0,1
626,2,57.0,0,0,12.35,0,1,0,1,0
627,1,21.0,0,0,77.9583,1,0,0,0,1
628,3,26.0,0,0,7.8958,0,1,0,0,1
629,3,29.69911764705882,0,0,7.7333,0,1,0,1,0
630,1,80.0,0,0,30.0,0,1,0,0,1
631,3,51.0,0,0,7.0542,0,1,0,0,1
632,1,32.0,0,0,30.5,0,1,1,0,0
633,1,29.69911764705882,0,0,0.0,0,1,0,0,1
634,3,9.0,3,2,27.9,1,0,0,0,1
635,2,28.0,0,0,13.0,1,0,0,0,1
636,3,32.0,0,0,7.925,0,1,0,0,1
637,2,31.0,1,1,26.25,0,1,0,0,1
638,3,41.0,0,5,39.6875,1,0,0,0,1
639,3,29.69911764705882,1,0,16.1,0,1,0,0,1
640,3,20.0,0,0,7.8542,0,1,0,0,1
641,1,24.0,0,0,69.3,1,0,1,0,0
642,3,2.0,3,2,27.9,1,0,0,0,1
643,3,29.69911764705882,0,0,56.4958,0,1,0,0,1
644,3,0.75,2,1,19.2583,1,0,1,0,0
645,1,48.0,1,0,76.7292,0,1,1,0,0
646,3,19.0,0,0,7.8958,0,1,0,0,1
647,1,56.0,0,0,35.5,0,1,1,0,0
648,3,29.69911764705882,0,0,7.55,0,1,0,0,1
649,3,23.0,0,0,7.55,1,0,0,0,1
650,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
651,2,18.0,0,1,23.0,1,0,0,0,1
652,3,21.0,0,0,8.4333,0,1,0,0,1
653,3,29.69911764705882,0,0,7.8292,1,0,0,1,0
654,3,18.0,0,0,6.75,1,0,0,1,0
655,2,24.0,2,0,73.5,0,1,0,0,1
656,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
657,3,32.0,1,1,15.5,1,0,0,1,0
658,2,23.0,0,0,13.0,0,1,0,0,1
659,1,58.0,0,2,113.275,0,1,1,0,0
660,1,50.0,2,0,133.65,0,1,0,0,1
661,3,40.0,0,0,7.225,0,1,1,0,0
662,1,47.0,0,0,25.5875,0,1,0,0,1
663,3,36.0,0,0,7.4958,0,1,0,0,1
664,3,20.0,1,0,7.925,0,1,0,0,1
665,2,32.0,2,0,73.5,0,1,0,0,1
666,2,25.0,0,0,13.0,0,1,0,0,1
667,3,29.69911764705882,0,0,7.775,0,1,0,0,1
668,3,43.0,0,0,8.05,0,1,0,0,1
669,1,29.69911764705882,1,0,52.0,1,0,0,0,1
670,2,40.0,1,1,39.0,1,0,0,0,1
671,1,31.0,1,0,52.0,0,1,0,0,1
672,2,70.0,0,0,10.5,0,1,0,0,1
673,2,31.0,0,0,13.0,0,1,0,0,1
674,2,29.69911764705882,0,0,0.0,0,1,0,0,1
675,3,18.0,0,0,7.775,0,1,0,0,1
676,3,24.5,0,0,8.05,0,1,0,0,1
677,3,18.0,0,0,9.8417,1,0,0,0,1
678,3,43.0,1,6,46.9,1,0,0,0,1
679,1,36.0,0,1,512.3292,0,1,1,0,0
680,3,29.69911764705882,0,0,8.1375,1,0,0,1,0
681,1,27.0,0,0,76.7292,0,1,1,0,0
682,3,20.0,0,0,9.225,0,1,0,0,1
683,3,14.0,5,2,46.9,0,1,0,0,1
684,2,60.0,1,1,39.0,0,1,0,0,1
685,2,25.0,1,2,41.5792,0,1,1,0,0
686,3,14.0,4,1,39.6875,0,1,0,0,1
687,3,19.0,0,0,10.1708,0,1,0,0,1
688,3,18.0,0,0,7.7958,0,1,0,0,1
689,1,15.0,0,1,211.3375,1,0,0,0,1
690,1,31.0,1,0,57.0,0,1,0,0,1
691,3,4.0,0,1,13.4167,1,0,1,0,0
692,3,29.69911764705882,0,0,56.4958,0,1,0,0,1
693,3,25.0,0,0,7.225,0,1,1,0,0
694,1,60.0,0,0,26.55,0,1,0,0,1
695,2,52.0,0,0,13.5,0,1,0,0,1
696,3,44.0,0,0,8.05,0,1,0,0,1
697,3,29.69911764705882,0,0,7.7333,1,0,0,1,0
698,1,49.0,1,1,110.8833,0,1,1,0,0
699,3,42.0,0,0,7.65,0,1,0,0,1
700,1,18.0,1,0,227.525,1,0,1,0,0
701,1,35.0,0,0,26.2875,0,1,0,0,1
702,3,18.0,0,1,14.4542,1,0,1,0,0
703,3,25.0,0,0,7.7417,0,1,0,1,0
704,3,26.0,1,0,7.8542,0,1,0,0,1
705,2,39.0,0,0,26.0,0,1,0,0,1
706,2,45.0,0,0,13.5,1,0,0,0,1
707,1,42.0,0,0,26.2875,0,1,0,0,1
708,1,22.0,0,0,151.55,1,0,0,0,1
709,3,29.69911764705882,1,1,15.2458,0,1,1,0,0
710,1,24.0,0,0,49.5042,1,0,1,0,0
711,1,29.69911764705882,0,0,26.55,0,1,0,0,1
712,1,48.0,1,0,52.0,0,1,0,0,1
713,3,29.0,0,0,9.4833,0,1,0,0,1
714,2,52.0,0,0,13.0,0,1,0,0,1
715,3,19.0,0,0,7.65,0,1,0,0,1
716,1,38.0,0,0,227.525,1,0,1,0,0
717,2,27.0,0,0,10.5,1,0,0,0,1
718,3,29.69911764705882,0,0,15.5,0,1,0,1,0
719,3,33.0,0,0,7.775,0,1,0,0,1
720,2,6.0,0,1,33.0,1,0,0,0,1
721,3,17.0,1,0,7.0542,0,1,0,0,1
722,2,34.0,0,0,13.0,0,1,0,0,1
723,2,50.0,0,0,13.0,0,1,0,0,1
724,1,27.0,1,0,53.1,0,1,0,0,1
725,3,20.0,0,0,8.6625,0,1,0,0,1
726,2,30.0,3,0,21.0,1,0,0,0,1
727,3,29.69911764705882,0,0,7.7375,1,0,0,1,0
728,2,25.0,1,0,26.0,0,1,0,0,1
729,3,25.0,1,0,7.925,1,0,0,0,1
730,1,29.0,0,0,211.3375,1,0,0,0,1
731,3,11.0,0,0,18.7875,0,1,1,0,0
732,2,29.69911764705882,0,0,0.0,0,1,0,0,1
733,2,23.0,0,0,13.0,0,1,0,0,1
734,2,23.0,0,0,13.0,0,1,0,0,1
735,3,28.5,0,0,16.1,0,1,0,0,1
736,3,48.0,1,3,34.375,1,0,0,0,1
737,1,35.0,0,0,512.3292,0,1,1,0,0
738,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
739,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
740,1,29.69911764705882,0,0,30.0,0,1,0,0,1
741,1,36.0,1,0,78.85,0,1,0,0,1
742,1,21.0,2,2,262.375,1,0,1,0,0
743,3,24.0,1,0,16.1,0,1,0,0,1
744,3,31.0,0,0,7.925,0,1,0,0,1
745,1,70.0,1,1,71.0,0,1,0,0,1
746,3,16.0,1,1,20.25,0,1,0,0,1
747,2,30.0,0,0,13.0,1,0,0,0,1
748,1,19.0,1,0,53.1,0,1,0,0,1
749,3,31.0,0,0,7.75,0,1,0,1,0
750,2,4.0,1,1,23.0,1,0,0,0,1
751,3,6.0,0,1,12.475,0,1,0,0,1
752,3,33.0,0,0,9.5,0,1,0,0,1
753,3,23.0,0,0,7.8958,0,1,0,0,1
754,2,48.0,1,2,65.0,1,0,0,0,1
755,2,0.67,1,1,14.5,0,1,0,0,1
756,3,28.0,0,0,7.7958,0,1,0,0,1
757,2,18.0,0,0,11.5,0,1,0,0,1
758,3,34.0,0,0,8.05,0,1,0,0,1
759,1,33.0,0,0,86.5,1,0,0,0,1
760,3,29.69911764705882,0,0,14.5,0,1,0,0,1
761,3,41.0,0,0,7.125,0,1,0,0,1
762,3,20.0,0,0,7.2292,0,1,1,0,0
763,1,36.0,1,2,120.0,1,0,0,0,1
764,3,16.0,0,0,7.775,0,1,0,0,1
765,1,51.0,1,0,77.9583,1,0,0,0,1
766,1,29.69911764705882,0,0,39.6,0,1,1,0,0
767,3,30.5,0,0,7.75,1,0,0,1,0
768,3,29.69911764705882,1,0,24.15,0,1,0,1,0
769,3,32.0,0,0,8.3625,0,1,0,0,1
770,3,24.0,0,0,9.5,0,1,0,0,1
771,3,48.0,0,0,7.8542,0,1,0,0,1
772,2,57.0,0,0,10.5,1,0,0,0,1
773,3,29.69911764705882,0,0,7.225,0,1,1,0,0
774,2,54.0,1,3,23.0,1,0,0,0,1
775,3,18.0,0,0,7.75,0,1,0,0,1
776,3,29.69911764705882,0,0,7.75,0,1,0,1,0
777,3,5.0,0,0,12.475,1,0,0,0,1
778,3,29.69911764705882,0,0,7.7375,0,1,0,1,0
779,1,43.0,0,1,211.3375,1,0,0,0,1
780,3,13.0,0,0,7.2292,1,0,1,0,0
781,1,17.0,1,0,57.0,1,0,0,0,1
782,1,29.0,0,0,30.0,0,1,0,0,1
783,3,29.69911764705882,1,2,23.45,0,1,0,0,1
784,3,25.0,0,0,7.05,0,1,0,0,1
785,3,25.0,0,0,7.25,0,1,0,0,1
786,3,18.0,0,0,7.4958,1,0,0,0,1
787,3,8.0,4,1,29.125,0,1,0,1,0
788,3,1.0,1,2,20.575,0,1,0,0,1
789,1,46.0,0,0,79.2,0,1,1,0,0
790,3,29.69911764705882,0,0,7.75,0,1,0,1,0
791,2,16.0,0,0,26.0,0,1,0,0,1
792,3,29.69911764705882,8,2,69.55,1,0,0,0,1
793,1,29.69911764705882,0,0,30.6958,0,1,1,0,0
794,3,25.0,0,0,7.8958,0,1,0,0,1
795,2,39.0,0,0,13.0,0,1,0,0,1
796,1,49.0,0,0,25.9292,1,0,0,0,1
797,3,31.0,0,0,8.6833,1,0,0,0,1
798,3,30.0,0,0,7.2292,0,1,1,0,0
799,3,30.0,1,1,24.15,1,0,0,0,1
800,2,34.0,0,0,13.0,0,1,0,0,1
801,2,31.0,1,1,26.25,1,0,0,0,1
802,1,11.0,1,2,120.0,0,1,0,0,1
803,3,0.42,0,1,8.5167,0,1,1,0,0
804,3,27.0,0,0,6.975,0,1,0,0,1
805,3,31.0,0,0,7.775,0,1,0,0,1
806,1,39.0,0,0,0.0,0,1,0,0,1
807,3,18.0,0,0,7.775,1,0,0,0,1
808,2,39.0,0,0,13.0,0,1,0,0,1
809,1,33.0,1,0,53.1,1,0,0,0,1
810,3,26.0,0,0,7.8875,0,1,0,0,1
811,3,39.0,0,0,24.15,0,1,0,0,1
812,2,35.0,0,0,10.5,0,1,0,0,1
813,3,6.0,4,2,31.275,1,0,0,0,1
814,3,30.5,0,0,8.05,0,1,0,0,1
815,1,29.69911764705882,0,0,0.0,0,1,0,0,1
816,3,23.0,0,0,7.925,1,0,0,0,1
817,2,31.0,1,1,37.0042,0,1,1,0,0
818,3,43.0,0,0,6.45,0,1,0,0,1
819,3,10.0,3,2,27.9,0,1,0,0,1
820,1,52.0,1,1,93.5,1,0,0,0,1
821,3,27.0,0,0,8.6625,0,1,0,0,1
822,1,38.0,0,0,0.0,0,1,0,0,1
823,3,27.0,0,1,12.475,1,0,0,0,1
824,3,2.0,4,1,39.6875,0,1,0,0,1
825,3,29.69911764705882,0,0,6.95,0,1,0,1,0
826,3,29.69911764705882,0,0,56.4958,0,1,0,0,1
827,2,1.0,0,2,37.0042,0,1,1,0,0
828,3,29.69911764705882,0,0,7.75,0,1,0,1,0
829,1,62.0,0,0,80.0,1,0,0,0,1
830,3,15.0,1,0,14.4542,1,0,1,0,0
831,2,0.83,1,1,18.75,0,1,0,0,1
832,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
833,3,23.0,0,0,7.8542,0,1,0,0,1
834,3,18.0,0,0,8.3,0,1,0,0,1
835,1,39.0,1,1,83.1583,1,0,1,0,0
836,3,21.0,0,0,8.6625,0,1,0,0,1
837,3,29.69911764705882,0,0,8.05,0,1,0,0,1
838,3,32.0,0,0,56.4958,0,1,0,0,1
839,1,29.69911764705882,0,0,29.7,0,1,1,0,0
840,3,20.0,0,0,7.925,0,1,0,0,1
841,2,16.0,0,0,10.5,0,1,0,0,1
842,1,30.0,0,0,31.0,1,0,1,0,0
843,3,34.5,0,0,6.4375,0,1,1,0,0
844,3,17.0,0,0,8.6625,0,1,0,0,1
845,3,42.0,0,0,7.55,0,1,0,0,1
846,3,29.69911764705882,8,2,69.55,0,1,0,0,1
847,3,35.0,0,0,7.8958,0,1,1,0,0
848,2,28.0,0,1,33.0,0,1,0,0,1
849,1,29.69911764705882,1,0,89.1042,1,0,1,0,0
850,3,4.0,4,2,31.275,0,1,0,0,1
851,3,74.0,0,0,7.775,0,1,0,0,1
852,3,9.0,1,1,15.2458,1,0,1,0,0
853,1,16.0,0,1,39.4,1,0,0,0,1
854,2,44.0,1,0,26.0,1,0,0,0,1
855,3,18.0,0,1,9.35,1,0,0,0,1
856,1,45.0,1,1,164.8667,1,0,0,0,1
857,1,51.0,0,0,26.55,0,1,0,0,1
858,3,24.0,0,3,19.2583,1,0,1,0,0
859,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
860,3,41.0,2,0,14.1083,0,1,0,0,1
861,2,21.0,1,0,11.5,0,1,0,0,1
862,1,48.0,0,0,25.9292,1,0,0,0,1
863,3,29.69911764705882,8,2,69.55,1,0,0,0,1
864,2,24.0,0,0,13.0,0,1,0,0,1
865,2,42.0,0,0,13.0,1,0,0,0,1
866,2,27.0,1,0,13.8583,1,0,1,0,0
867,1,31.0,0,0,50.4958,0,1,0,0,1
868,3,29.69911764705882,0,0,9.5,0,1,0,0,1
869,3,4.0,1,1,11.1333,0,1,0,0,1
870,3,26.0,0,0,7.8958,0,1,0,0,1
871,1,47.0,1,1,52.5542,1,0,0,0,1
872,1,33.0,0,0,5.0,0,1,0,0,1
873,3,47.0,0,0,9.0,0,1,0,0,1
874,2,28.0,1,0,24.0,1,0,1,0,0
875,3,15.0,0,0,7.225,1,0,1,0,0
876,3,20.0,0,0,9.8458,0,1,0,0,1
877,3,19.0,0,0,7.8958,0,1,0,0,1
878,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
879,1,56.0,0,1,83.1583,1,0,1,0,0
880,2,25.0,0,1,26.0,1,0,0,0,1
881,3,33.0,0,0,7.8958,0,1,0,0,1
882,3,22.0,0,0,10.5167,1,0,0,0,1
883,2,28.0,0,0,10.5,0,1,0,0,1
884,3,25.0,0,0,7.05,0,1,0,0,1
885,3,39.0,0,5,29.125,1,0,0,1,0
886,2,27.0,0,0,13.0,0,1,0,0,1
887,1,19.0,0,0,30.0,1,0,0,0,1
888,3,29.69911764705882,1,2,23.45,1,0,0,0,1
889,1,26.0,0,0,30.0,0,1,1,0,0
890,3,32.0,0,0,7.75,0,1,0,1,0
